city,state_id,state_name
New York,NY,New York
Los Angeles,CA,California
Chicago,IL,Illinois
Miami,FL,Florida
Houston,TX,Texas
Dallas,TX,Texas
Philadelphia,PA,Pennsylvania
Atlanta,GA,Georgia
Washington,DC,District of Columbia
Boston,MA,Massachusetts
Phoenix,AZ,Arizona
Detroit,MI,Michigan
Seattle,WA,Washington
San Francisco,CA,California
San Diego,CA,California
Minneapolis,MN,Minnesota
Tampa,FL,Florida
Brooklyn,NY,New York
Denver,CO,Colorado
Queens,NY,New York
Riverside,CA,California
Las Vegas,NV,Nevada
Baltimore,MD,Maryland
St. Louis,MO,Missouri
Portland,OR,Oregon
San Antonio,TX,Texas
Sacramento,CA,California
Austin,TX,Texas
Orlando,FL,Florida
San Juan,PR,Puerto Rico
San Jose,CA,California
Indianapolis,IN,Indiana
Pittsburgh,PA,Pennsylvania
Cincinnati,OH,Ohio
Manhattan,NY,New York
Kansas City,MO,Missouri
Cleveland,OH,Ohio
Columbus,OH,Ohio
Bronx,NY,New York
Charlotte,NC,North Carolina
Virginia Beach,VA,Virginia
Jacksonville,FL,Florida
Milwaukee,WI,Wisconsin
Providence,RI,Rhode Island
Nashville,TN,Tennessee
Salt Lake City,UT,Utah
Raleigh,NC,North Carolina
Richmond,VA,Virginia
Memphis,TN,Tennessee
Oklahoma City,OK,Oklahoma
Hartford,CT,Connecticut
Louisville,KY,Kentucky
Buffalo,NY,New York
Fort Worth,TX,Texas
Bridgeport,CT,Connecticut
New Orleans,LA,Louisiana
Tucson,AZ,Arizona
El Paso,TX,Texas
Omaha,NE,Nebraska
McAllen,TX,Texas
Birmingham,AL,Alabama
Albuquerque,NM,New Mexico
Tulsa,OK,Oklahoma
Charleston,SC,South Carolina
Fresno,CA,California
Rochester,NY,New York
Dayton,OH,Ohio
Cape Coral,FL,Florida
Provo,UT,Utah
Colorado Springs,CO,Colorado
Mission Viejo,CA,California
Allentown,PA,Pennsylvania
Baton Rouge,LA,Louisiana
Ogden,UT,Utah
Knoxville,TN,Tennessee
Grand Rapids,MI,Michigan
Columbia,SC,South Carolina
Albany,NY,New York
Bakersfield,CA,California
New Haven,CT,Connecticut
Des Moines,IA,Iowa
Palm Bay,FL,Florida
Akron,OH,Ohio
Concord,CA,California
Mesa,AZ,Arizona
Wichita,KS,Kansas
Harrisburg,PA,Pennsylvania
Staten Island,NY,New York
Toledo,OH,Ohio
Worcester,MA,Massachusetts
Port St. Lucie,FL,Florida
Little Rock,AR,Arkansas
Madison,WI,Wisconsin
Spokane,WA,Washington
Long Beach,CA,California
Denton,TX,Texas
Reno,NV,Nevada
Boise,ID,Idaho
Bonita Springs,FL,Florida
Kissimmee,FL,Florida
Augusta,GA,Georgia
Springfield,MA,Massachusetts
Oakland,CA,California
Winston-Salem,NC,North Carolina
Stockton,CA,California
Durham,NC,North Carolina
Chattanooga,TN,Tennessee
Greenville,SC,South Carolina
Lancaster,PA,Pennsylvania
Syracuse,NY,New York
Fayetteville,AR,Arkansas
Pensacola,FL,Florida
Arlington,TX,Texas
Aurora,CO,Colorado
Scranton,PA,Pennsylvania
Oxnard,CA,California
Indio,CA,California
Victorville,CA,California
Trenton,NJ,New Jersey
Huntsville,AL,Alabama
Modesto,CA,California
Honolulu,HI,Hawaii
Greensboro,NC,North Carolina
Fort Wayne,IN,Indiana
Anaheim,CA,California
Corpus Christi,TX,Texas
Fort Collins,CO,Colorado
Antioch,CA,California
Jackson,MS,Mississippi
Fayetteville,NC,North Carolina
Myrtle Beach,SC,South Carolina
Henderson,NV,Nevada
Mobile,AL,Alabama
Lexington,KY,Kentucky
Lansing,MI,Michigan
Savannah,GA,Georgia
Youngstown,OH,Ohio
Ann Arbor,MI,Michigan
Santa Ana,CA,California
Irvine,CA,California
St. Paul,MN,Minnesota
Poughkeepsie,NY,New York
Newark,NJ,New Jersey
Santa Rosa,CA,California
Concord,NC,North Carolina
Winter Haven,FL,Florida
Asheville,NC,North Carolina
Canton,OH,Ohio
Lincoln,NE,Nebraska
Flint,MI,Michigan
Lakeland,FL,Florida
Jersey City,NJ,New Jersey
Anchorage,AK,Alaska
Springfield,MO,Missouri
Plano,TX,Texas
Lubbock,TX,Texas
Davenport,IA,Iowa
Reading,PA,Pennsylvania
Shreveport,LA,Louisiana
Chandler,AZ,Arizona
South Bend,IN,Indiana
Wilmington,NC,North Carolina
Chula Vista,CA,California
Rockford,IL,Illinois
Eugene,OR,Oregon
Salem,OR,Oregon
Gilbert,AZ,Arizona
North Las Vegas,NV,Nevada
Santa Clarita,CA,California
Peoria,IL,Illinois
Tallahassee,FL,Florida
Killeen,TX,Texas
St. Petersburg,FL,Florida
Kennewick,WA,Washington
Columbus,GA,Georgia
Laredo,TX,Texas
Irving,TX,Texas
Round Lake Beach,IL,Illinois
Montgomery,AL,Alabama
Chesapeake,VA,Virginia
Glendale,AZ,Arizona
Nashua,NH,New Hampshire
York,PA,Pennsylvania
Garland,TX,Texas
Rock Hill,SC,South Carolina
Scottsdale,AZ,Arizona
Aguadilla,PR,Puerto Rico
Arlington,VA,Virginia
Norfolk,VA,Virginia
Appleton,WI,Wisconsin
Enterprise,NV,Nevada
Gulfport,MS,Mississippi
Lafayette,LA,Louisiana
Bremerton,WA,Washington
Fremont,CA,California
Green Bay,WI,Wisconsin
Fargo,ND,North Dakota
Deltona,FL,Florida
Brownsville,TX,Texas
Hialeah,FL,Florida
San Bernardino,CA,California
Tacoma,WA,Washington
Gainesville,FL,Florida
Spring Valley,NV,Nevada
Clarksville,TN,Tennessee
College Station,TX,Texas
Olympia,WA,Washington
Roanoke,VA,Virginia
Portland,ME,Maine
Fontana,CA,California
Spartanburg,SC,South Carolina
Moreno Valley,CA,California
Frisco,TX,Texas
Yonkers,NY,New York
Thousand Oaks,CA,California
Sioux Falls,SD,South Dakota
Hagerstown,MD,Maryland
Evansville,IN,Indiana
Amarillo,TX,Texas
Kalamazoo,MI,Michigan
Lorain,OH,Ohio
Galveston,TX,Texas
McKinney,TX,Texas
Huntington,WV,West Virginia
Nampa,ID,Idaho
Hickory,NC,North Carolina
Waterbury,CT,Connecticut
Sunrise Manor,NV,Nevada
Grand Prairie,TX,Texas
Ocala,FL,Florida
Waco,TX,Texas
Overland Park,KS,Kansas
Frederick,MD,Maryland
Huntington Beach,CA,California
Santa Barbara,CA,California
Peoria,AZ,Arizona
Cedar Rapids,IA,Iowa
Vancouver,WA,Washington
Glendale,CA,California
Gastonia,NC,North Carolina
Spring Hill,FL,Florida
Murfreesboro,TN,Tennessee
Tempe,AZ,Arizona
Paradise,NV,Nevada
Newport News,VA,Virginia
Erie,PA,Pennsylvania
Fort Lauderdale,FL,Florida
Gainesville,GA,Georgia
Aurora,IL,Illinois
Mauldin,SC,South Carolina
Ontario,CA,California
Elk Grove,CA,California
Panama City,FL,Florida
Cary,NC,North Carolina
Hemet,CA,California
Danbury,CT,Connecticut
Rancho Cucamonga,CA,California
Salinas,CA,California
Oceanside,CA,California
Vallejo,CA,California
High Point,NC,North Carolina
Garden Grove,CA,California
Pembroke Pines,FL,Florida
Lancaster,CA,California
Marysville,WA,Washington
Bayamón,PR,Puerto Rico
Fredericksburg,VA,Virginia
Visalia,CA,California
Tuscaloosa,AL,Alabama
Palmdale,CA,California
Santa Cruz,CA,California
Medford,OR,Oregon
Norwich,CT,Connecticut
Merced,CA,California
Manchester,NH,New Hampshire
Odessa,TX,Texas
Muskegon,MI,Michigan
Leesburg,FL,Florida
Lafayette,IN,Indiana
Hayward,CA,California
Corona,CA,California
Paterson,NJ,New Jersey
Alexandria,VA,Virginia
Macon,GA,Georgia
Lakewood,CO,Colorado
Springfield,IL,Illinois
Kansas City,KS,Kansas
Burlington,NC,North Carolina
Warner Robins,GA,Georgia
Sunnyvale,CA,California
Hollywood,FL,Florida
Roseville,CA,California
New Bedford,MA,Massachusetts
South Lyon,MI,Michigan
Bellevue,WA,Washington
Fairfield,CA,California
Binghamton,NY,New York
Topeka,KS,Kansas
Escondido,CA,California
Joliet,IL,Illinois
Surprise,AZ,Arizona
Naperville,IL,Illinois
Pasadena,TX,Texas
Mesquite,TX,Texas
Champaign,IL,Illinois
Pomona,CA,California
Houma,LA,Louisiana
Athens,GA,Georgia
St. George,UT,Utah
Beaumont,TX,Texas
Elkhart,IN,Indiana
Lake Charles,LA,Louisiana
Santa Maria,CA,California
Yuma,AZ,Arizona
Olathe,KS,Kansas
Midland,TX,Texas
Greeley,CO,Colorado
Torrance,CA,California
Thornton,CO,Colorado
Las Cruces,NM,New Mexico
Columbia,MO,Missouri
Fullerton,CA,California
Grand Junction,CO,Colorado
Carolina,PR,Puerto Rico
Metairie,LA,Louisiana
Orange,CA,California
Warren,MI,Michigan
West Valley City,UT,Utah
Hampton,VA,Virginia
Pasadena,CA,California
Miramar,FL,Florida
Elizabeth,NJ,New Jersey
Stamford,CT,Connecticut
Racine,WI,Wisconsin
Kent,WA,Washington
Yakima,WA,Washington
Coral Springs,FL,Florida
Sterling Heights,MI,Michigan
Billings,MT,Montana
Bloomington,IL,Illinois
Charleston,WV,West Virginia
Carrollton,TX,Texas
Tyler,TX,Texas
Iowa City,IA,Iowa
Johnson City,TN,Tennessee
Santa Clara,CA,California
Bellingham,WA,Washington
Norman,OK,Oklahoma
Coeur d'Alene,ID,Idaho
Fort Smith,AR,Arkansas
Lewisville,TX,Texas
Dover,DE,Delaware
Yuba City,CA,California
Lehigh Acres,FL,Florida
Abilene,TX,Texas
Simi Valley,CA,California
Pearland,TX,Texas
Kenosha,WI,Wisconsin
Arecibo,PR,Puerto Rico
Meridian,ID,Idaho
Round Rock,TX,Texas
Waldorf,MD,Maryland
Temple,TX,Texas
Lynchburg,VA,Virginia
Rochester,MN,Minnesota
Logan,UT,Utah
Arvada,CO,Colorado
Clovis,CA,California
Independence,MO,Missouri
Redding,CA,California
Greenville,NC,North Carolina
Duluth,MN,Minnesota
Berkeley,CA,California
Boulder,CO,Colorado
Pueblo,CO,Colorado
West Palm Beach,FL,Florida
Burlington,VT,Vermont
Seaside,CA,California
Richardson,TX,Texas
Cambridge,MA,Massachusetts
Monroe,LA,Louisiana
North Charleston,SC,South Carolina
Saginaw,MI,Michigan
Clearwater,FL,Florida
The Woodlands,TX,Texas
Brandon,FL,Florida
St. Cloud,MN,Minnesota
West Jordan,UT,Utah
Broken Arrow,OK,Oklahoma
Harlingen,TX,Texas
Kailua,HI,Hawaii
Westminster,CO,Colorado
Gilroy,CA,California
Richmond,CA,California
Mandeville,LA,Louisiana
Utica,NY,New York
Ponce,PR,Puerto Rico
League City,TX,Texas
Port Arthur,TX,Texas
Lowell,MA,Massachusetts
East Los Angeles,CA,California
Carlsbad,CA,California
Elgin,IL,Illinois
Waterloo,IA,Iowa
Leominster,MA,Massachusetts
Bend,OR,Oregon
Sioux City,IA,Iowa
Gresham,OR,Oregon
Longview,TX,Texas
Pompano Beach,FL,Florida
Downey,CA,California
Murrieta,CA,California
Idaho Falls,ID,Idaho
Miami Gardens,FL,Florida
Everett,WA,Washington
Holland,MI,Michigan
Costa Mesa,CA,California
Temecula,CA,California
Jacksonville,NC,North Carolina
San Buenaventura,CA,California
Sugar Land,TX,Texas
Chico,CA,California
South Fulton,GA,Georgia
Sparks,NV,Nevada
Eau Claire,WI,Wisconsin
Auburn,AL,Alabama
Dearborn,MI,Michigan
Riverview,FL,Florida
Allen,TX,Texas
West Covina,CA,California
Centennial,CO,Colorado
Bloomington,IN,Indiana
Sandy Springs,GA,Georgia
El Monte,CA,California
Hillsboro,OR,Oregon
Menifee,CA,California
Rio Rancho,NM,New Mexico
Davie,FL,Florida
Jurupa Valley,CA,California
Columbia,MD,Maryland
Inglewood,CA,California
Spokane Valley,WA,Washington
Renton,WA,Washington
San Tan Valley,AZ,Arizona
Burbank,CA,California
Brockton,MA,Massachusetts
El Cajon,CA,California
Rialto,CA,California
San Mateo,CA,California
Goodyear,AZ,Arizona
Charlottesville,VA,Virginia
Lafayette,CO,Colorado
Lee's Summit,MO,Missouri
Edinburg,TX,Texas
Daly City,CA,California
Wichita Falls,TX,Texas
Bowling Green,KY,Kentucky
Longmont,CO,Colorado
Vacaville,CA,California
Highlands Ranch,CO,Colorado
Quincy,MA,Massachusetts
Fishers,IN,Indiana
Lynn,MA,Massachusetts
Norwalk,CA,California
Carmel,IN,Indiana
Hesperia,CA,California
St. Augustine,FL,Florida
Buckeye,AZ,Arizona
San Angelo,TX,Texas
Federal Way,WA,Washington
Bismarck,ND,North Dakota
Boca Raton,FL,Florida
New Braunfels,TX,Texas
Vista,CA,California
Beaverton,OR,Oregon
Portsmouth,VA,Virginia
Orem,UT,Utah
Conroe,TX,Texas
Suffolk,VA,Virginia
Sunrise,FL,Florida
Lawrence,KS,Kansas
Arden-Arcade,CA,California
Prescott Valley,AZ,Arizona
Middletown,OH,Ohio
San Germán,PR,Puerto Rico
Edmond,OK,Oklahoma
Tracy,CA,California
Manteca,CA,California
Kingsport,TN,Tennessee
Portsmouth,NH,New Hampshire
Sandy,UT,Utah
Palm Coast,FL,Florida
Slidell,LA,Louisiana
San Marcos,CA,California
Livonia,MI,Michigan
Santa Fe,NM,New Mexico
Plantation,FL,Florida
Atascocita,TX,Texas
Fall River,MA,Massachusetts
Compton,CA,California
Carson,CA,California
La Crosse,WI,Wisconsin
Missoula,MT,Montana
O'Fallon,MO,Missouri
Mount Pleasant,SC,South Carolina
Roswell,GA,Georgia
Hoover,AL,Alabama
Florence,SC,South Carolina
Williamsburg,VA,Virginia
South Gate,CA,California
Chino,CA,California
Fort Myers,FL,Florida
Kirkland,WA,Washington
Santa Monica,CA,California
Vineland,NJ,New Jersey
Norwalk,CT,Connecticut
Alafaya,FL,Florida
Lawton,OK,Oklahoma
Avondale,AZ,Arizona
Germantown,MD,Maryland
Rapid City,SD,South Dakota
Westminster,CA,California
Clifton,NJ,New Jersey
Waukegan,IL,Illinois
Bloomington,MN,Minnesota
Mayagüez,PR,Puerto Rico
San Leandro,CA,California
Newton,MA,Massachusetts
Joplin,MO,Missouri
Lawrence,MA,Massachusetts
Springdale,AR,Arkansas
Troy,MI,Michigan
Citrus Heights,CA,California
Deerfield Beach,FL,Florida
Town 'n' Country,FL,Florida
Winchester,VA,Virginia
Mission,TX,Texas
Bryan,TX,Texas
Hawthorne,CA,California
Whittier,CA,California
Livermore,CA,California
Lake Forest,CA,California
San Ramon,CA,California
Melbourne,FL,Florida
Franklin,TN,Tennessee
Auburn,WA,Washington
Port Huron,MI,Michigan
Decatur,IL,Illinois
Baytown,TX,Texas
Brooklyn Park,MN,Minnesota
Springfield,OH,Ohio
Newport Beach,CA,California
Westland,MI,Michigan
Newark,OH,Ohio
Muncie,IN,Indiana
Farmington Hills,MI,Michigan
Cicero,IL,Illinois
Buena Park,CA,California
Warwick,RI,Rhode Island
Hattiesburg,MS,Mississippi
Cranston,RI,Rhode Island
Albany,GA,Georgia
Layton,UT,Utah
Madera,CA,California
Largo,FL,Florida
Redwood City,CA,California
Mountain View,CA,California
Pine Hills,FL,Florida
Folsom,CA,California
Silver Spring,MD,Maryland
Johns Creek,GA,Georgia
The Villages,FL,Florida
Owensboro,KY,Kentucky
Napa,CA,California
New Rochelle,NY,New York
Alhambra,CA,California
Cheyenne,WY,Wyoming
Miami Beach,FL,Florida
Wenatchee,WA,Washington
Jackson,MI,Michigan
Lehi,UT,Utah
Anderson,IN,Indiana
Homestead,FL,Florida
Florence,AL,Alabama
Rancho Cordova,CA,California
Morgantown,WV,West Virginia
Boynton Beach,FL,Florida
Somerville,MA,Massachusetts
North Port,FL,Florida
Lakewood,CA,California
Salisbury,MD,Maryland
South Jordan,UT,Utah
Parma,OH,Ohio
Pharr,TX,Texas
State College,PA,Pennsylvania
Plymouth,MN,Minnesota
Turlock,CA,California
Davis,CA,California
Perris,CA,California
Jonesboro,AR,Arkansas
Tustin,CA,California
Terre Haute,IN,Indiana
Upland,CA,California
Georgetown,TX,Texas
Texarkana,TX,Texas
Kendall,FL,Florida
Pasco,WA,Washington
Milpitas,CA,California
Carmichael,CA,California
Chino Hills,CA,California
Flower Mound,TX,Texas
Flagstaff,AZ,Arizona
Alton,IL,Illinois
Pleasanton,CA,California
Cedar Park,TX,Texas
Bellflower,CA,California
Loveland,CO,Colorado
Mansfield,OH,Ohio
Hammond,IN,Indiana
Bethlehem,PA,Pennsylvania
Woodbury,MN,Minnesota
Alameda,CA,California
Wyoming,MI,Michigan
Schaumburg,IL,Illinois
Castle Rock,CO,Colorado
Evanston,IL,Illinois
Doral,FL,Florida
St. Joseph,MO,Missouri
Valdosta,GA,Georgia
Wausau,WI,Wisconsin
Pocatello,ID,Idaho
Elizabethtown,KY,Kentucky
Anniston,AL,Alabama
Arlington Heights,IL,Illinois
Rochester Hills,MI,Michigan
Southfield,MI,Michigan
Daytona Beach,FL,Florida
Pittsburg,CA,California
Oshkosh,WI,Wisconsin
Redmond,WA,Washington
Saratoga Springs,NY,New York
Apple Valley,CA,California
Mansfield,TX,Texas
Pawtucket,RI,Rhode Island
Missouri City,TX,Texas
Broomfield,CO,Colorado
Janesville,WI,Wisconsin
San Marcos,TX,Texas
Camarillo,CA,California
Jackson,TN,Tennessee
Dothan,AL,Alabama
Sherman,TX,Texas
Lauderhill,FL,Florida
Harrisonburg,VA,Virginia
Bolingbrook,IL,Illinois
Ellicott City,MD,Maryland
Alexandria,LA,Louisiana
Battle Creek,MI,Michigan
New Britain,CT,Connecticut
Sheboygan,WI,Wisconsin
Brunswick,GA,Georgia
Altoona,PA,Pennsylvania
Lodi,CA,California
Redlands,CA,California
Caguas,PR,Puerto Rico
Dale City,VA,Virginia
Glen Burnie,MD,Maryland
Mount Vernon,NY,New York
Lakeville,MN,Minnesota
Dover,NH,New Hampshire
Lebanon,PA,Pennsylvania
Rocklin,CA,California
Framingham,MA,Massachusetts
Wesley Chapel,FL,Florida
Noblesville,IN,Indiana
Tamarac,FL,Florida
Centreville,VA,Virginia
Poinciana,FL,Florida
Fairbanks,AK,Alaska
Lake Elsinore,CA,California
Camden,NJ,New Jersey
Rogers,AR,Arkansas
Blaine,MN,Minnesota
Wilmington,DE,Delaware
St. Charles,MO,Missouri
Blacksburg,VA,Virginia
Waukesha,WI,Wisconsin
Casas Adobes,AZ,Arizona
Baldwin Park,CA,California
Cleveland,TN,Tennessee
Dublin,CA,California
Ankeny,IA,Iowa
Maple Grove,MN,Minnesota
Bayonne,NJ,New Jersey
North Richland Hills,TX,Texas
Eastvale,CA,California
Guaynabo,PR,Puerto Rico
Glens Falls,NY,New York
Longview,WA,Washington
Tulare,CA,California
Conway,AR,Arkansas
West Des Moines,IA,Iowa
Redondo Beach,CA,California
Walnut Creek,CA,California
Passaic,NJ,New Jersey
Porterville,CA,California
Maricopa,AZ,Arizona
Fajardo,PR,Puerto Rico
Spring Hill,TN,Tennessee
Gaithersburg,MD,Maryland
El Paso de Robles,CA,California
East Orange,NJ,New Jersey
Sumter,SC,South Carolina
Grand Forks,ND,North Dakota
Bristol,TN,Tennessee
Michigan City,IN,Indiana
Gary,IN,Indiana
Dubuque,IA,Iowa
Schenectady,NY,New York
Casper,WY,Wyoming
Hanford,CA,California
Shawnee,KS,Kansas
South Hill,WA,Washington
Eagan,MN,Minnesota
Union City,CA,California
Weston,FL,Florida
Kankakee,IL,Illinois
Leander,TX,Texas
Hammond,LA,Louisiana
Corvallis,OR,Oregon
Apex,NC,North Carolina
Yorba Linda,CA,California
Bethesda,MD,Maryland
Haverhill,MA,Massachusetts
Palo Alto,CA,California
Rockville,MD,Maryland
Spring,TX,Texas
Delray Beach,FL,Florida
Watsonville,CA,California
Mount Vernon,WA,Washington
Palatine,IL,Illinois
Victoria,TX,Texas
Skokie,IL,Illinois
Morristown,TN,Tennessee
Sammamish,WA,Washington
Union City,NJ,New Jersey
Queen Creek,AZ,Arizona
Alpharetta,GA,Georgia
Lima,OH,Ohio
Novi,MI,Michigan
Great Falls,MT,Montana
Ames,IA,Iowa
Juana Díaz,PR,Puerto Rico
Malden,MA,Massachusetts
Dundalk,MD,Maryland
Albany,OR,Oregon
Castro Valley,CA,California
Dalton,GA,Georgia
Lynwood,CA,California
Pflugerville,TX,Texas
Sebring,FL,Florida
Kenner,LA,Louisiana
Port Charlotte,FL,Florida
Waltham,MA,Massachusetts
Commerce City,CO,Colorado
Brentwood,CA,California
North Little Rock,AR,Arkansas
South San Francisco,CA,California
Bellevue,NE,Nebraska
Burnsville,MN,Minnesota
Greenwood,IN,Indiana
Rowlett,TX,Texas
Laguna Niguel,CA,California
Bozeman,MT,Montana
Port Orange,FL,Florida
Reston,VA,Virginia
San Clemente,CA,California
Caldwell,ID,Idaho
Coon Rapids,MN,Minnesota
Millcreek,UT,Utah
Eden Prairie,MN,Minnesota
Parkersburg,WV,West Virginia
Hamilton,OH,Ohio
Moore,OK,Oklahoma
Lakewood,WA,Washington
Bay City,MI,Michigan
Bossier City,LA,Louisiana
Council Bluffs,IA,Iowa
Huntersville,NC,North Carolina
Taylor,MI,Michigan
Hendersonville,TN,Tennessee
Sanford,FL,Florida
La Habra,CA,California
Horizon West,FL,Florida
Dearborn Heights,MI,Michigan
St. Cloud,FL,Florida
Pontiac,MI,Michigan
Richland,WA,Washington
Marietta,GA,Georgia
Florence-Graham,CA,California
Springfield,OR,Oregon
Encinitas,CA,California
Wellington,FL,Florida
Palm Harbor,FL,Florida
Montebello,CA,California
Woodland,CA,California
Bristol,CT,Connecticut
Jupiter,FL,Florida
La Mesa,CA,California
Pico Rivera,CA,California
San Rafael,CA,California
Meriden,CT,Connecticut
Euless,TX,Texas
Parker,CO,Colorado
Revere,MA,Massachusetts
Stonecrest,GA,Georgia
Chapel Hill,NC,North Carolina
White Plains,NY,New York
Gardena,CA,California
Palm Beach Gardens,FL,Florida
Taunton,MA,Massachusetts
Monterey Park,CA,California
West Allis,WI,Wisconsin
Santee,CA,California
North Miami,FL,Florida
Blue Springs,MO,Missouri
Des Plaines,IL,Illinois
Kokomo,IN,Indiana
Petaluma,CA,California
Shoreline,WA,Washington
Medford,MA,Massachusetts
Taylorsville,UT,Utah
Wylie,TX,Texas
Cupertino,CA,California
The Hammocks,FL,Florida
Margate,FL,Florida
Carson City,NV,Nevada
Hoboken,NJ,New Jersey
Madison,AL,Alabama
St. Clair Shores,MI,Michigan
St. Peters,MO,Missouri
Midwest City,OK,Oklahoma
Severn,MD,Maryland
Lake Havasu City,AZ,Arizona
Lenexa,KS,Kansas
Orland Park,IL,Illinois
Royal Oak,MI,Michigan
Bowie,MD,Maryland
Decatur,AL,Alabama
Bel Air South,MD,Maryland
Towson,MD,Maryland
Casa Grande,AZ,Arizona
Coconut Creek,FL,Florida
Kettering,OH,Ohio
Herriman,UT,Utah
Brookhaven,GA,Georgia
Oak Lawn,IL,Illinois
Lacey,WA,Washington
Bartlett,TN,Tennessee
Highland,CA,California
Kannapolis,NC,North Carolina
Fountainebleau,FL,Florida
Fountain Valley,CA,California
Bentonville,AR,Arkansas
Bradenton,FL,Florida
Smyrna,GA,Georgia
Sarasota,FL,Florida
Apopka,FL,Florida
National City,CA,California
DeSoto,TX,Texas
Berwyn,IL,Illinois
New Brunswick,NJ,New Jersey
Apple Valley,MN,Minnesota
Mount Prospect,IL,Illinois
Arcadia,CA,California
Southaven,MS,Mississippi
Tigard,OR,Oregon
Perth Amboy,NJ,New Jersey
Chicopee,MA,Massachusetts
South Whittier,CA,California
West Haven,CT,Connecticut
Smyrna,TN,Tennessee
Tinley Park,IL,Illinois
Hacienda Heights,CA,California
Beaumont,CA,California
San Jacinto,CA,California
Plainfield,NJ,New Jersey
West Sacramento,CA,California
Marana,AZ,Arizona
Yucaipa,CA,California
Peabody,MA,Massachusetts
Rocky Mount,NC,North Carolina
Texas City,TX,Texas
Kentwood,MI,Michigan
Manhattan,KS,Kansas
Colton,CA,California
Aspen Hill,MD,Maryland
Diamond Bar,CA,California
Huntington Park,CA,California
Wheaton,IL,Illinois
Pinellas Park,FL,Florida
Aloha,OR,Oregon
Oak Park,IL,Illinois
Minnetonka,MN,Minnesota
Twin Falls,ID,Idaho
Edina,MN,Minnesota
Westchester,FL,Florida
Methuen Town,MA,Massachusetts
Normal,IL,Illinois
Elyria,OH,Ohio
Grand Island,NE,Nebraska
Novato,CA,California
Paramount,CA,California
Kyle,TX,Texas
Placentia,CA,California
Wheaton,MD,Maryland
Kendale Lakes,FL,Florida
Cathedral City,CA,California
Florissant,MO,Missouri
Catalina Foothills,AZ,Arizona
West New York,NJ,New Jersey
Lincoln,CA,California
Dunwoody,GA,Georgia
Levittown,NY,New York
Palm Desert,CA,California
Mooresville,NC,North Carolina
Little Elm,TX,Texas
Glendora,CA,California
Burien,WA,Washington
Aliso Viejo,CA,California
Summerville,SC,South Carolina
Collierville,TN,Tennessee
Tamiami,FL,Florida
Wake Forest,NC,North Carolina
Hoffman Estates,IL,Illinois
Westfield,IN,Indiana
Columbus,IN,Indiana
Troy,NY,New York
Country Club,FL,Florida
Burleson,TX,Texas
East Honolulu,HI,Hawaii
Levittown,PA,Pennsylvania
Mishawaka,IN,Indiana
Grapevine,TX,Texas
Cuyahoga Falls,OH,Ohio
Delano,CA,California
Enid,OK,Oklahoma
Milford city ,CT,Connecticut
El Dorado Hills,CA,California
Rosemead,CA,California
McLean,VA,Virginia
Lakewood,OH,Ohio
Jeffersonville,IN,Indiana
Draper,UT,Utah
Covina,CA,California
Murray,UT,Utah
Downers Grove,IL,Illinois
Rockwall,TX,Texas
Chesterfield,MO,Missouri
St. Louis Park,MN,Minnesota
Florin,CA,California
Cypress,CA,California
Eagle Mountain,UT,Utah
North Bethesda,MD,Maryland
Azusa,CA,California
Lawrence,IN,Indiana
Coral Gables,FL,Florida
Everett,MA,Massachusetts
Bedford,TX,Texas
Antelope,CA,California
Dublin,OH,Ohio
Portage,MI,Michigan
Biloxi,MS,Mississippi
Titusville,FL,Florida
Euclid,OH,Ohio
Ceres,CA,California
University,FL,Florida
Stillwater,OK,Oklahoma
Leesburg,VA,Virginia
Bothell,WA,Washington
Tuckahoe,VA,Virginia
Cedar Hill,TX,Texas
Poway,CA,California
Cerritos,CA,California
Hilo,HI,Hawaii
Niagara Falls,NY,New York
Fort Pierce,FL,Florida
San Luis Obispo,CA,California
Minot,ND,North Dakota
North Highlands,CA,California
Ocoee,FL,Florida
Roswell,NM,New Mexico
Wilson,NC,North Carolina
Wauwatosa,WI,Wisconsin
Glenview,IL,Illinois
Middletown,CT,Connecticut
Oro Valley,AZ,Arizona
Brea,CA,California
Rancho Santa Margarita,CA,California
Roseville,MI,Michigan
Mentor,OH,Ohio
Winter Garden,FL,Florida
Newark,CA,California
East Providence,RI,Rhode Island
Goose Creek,SC,South Carolina
La Mirada,CA,California
Huntsville,TX,Texas
Rowland Heights,CA,California
Beavercreek,OH,Ohio
Los Banos,CA,California
Prescott,AZ,Arizona
Gallatin,TN,Tennessee
Olive Branch,MS,Mississippi
Attleboro,MA,Massachusetts
Salina,KS,Kansas
Farmington,NM,New Mexico
Whitney,NV,Nevada
Potomac,MD,Maryland
Urbandale,IA,Iowa
Strongsville,OH,Ohio
Pahrump,NV,Nevada
Hackensack,NJ,New Jersey
Wentzville,MO,Missouri
Plainfield,IL,Illinois
Haltom City,TX,Texas
Altamonte Springs,FL,Florida
Keller,TX,Texas
Odenton,MD,Maryland
Ashburn,VA,Virginia
Elmhurst,IL,Illinois
East Lansing,MI,Michigan
Brentwood,TN,Tennessee
Sayreville,NJ,New Jersey
Sierra Vista,AZ,Arizona
Morgan Hill,CA,California
Bountiful,UT,Utah
Littleton,CO,Colorado
Pearl City,HI,Hawaii
Lake Ridge,VA,Virginia
Shakopee,MN,Minnesota
Palm Springs,CA,California
Clermont,FL,Florida
Riverton,UT,Utah
The Colony,TX,Texas
